acc,loss,val_acc,val_loss
0.940533333333,0.197103404099,0.9673,0.102931753428
0.974416666667,0.0822643038374,0.974,0.08040784779
0.9819,0.0563717054691,0.9793,0.0725912082313
0.9855,0.0440186298719,0.9775,0.0816756949394
0.989133333333,0.0332943374128,0.977,0.0806275707132
